Cesar Maia,DEM,25,RJ
Arolde de Oliveira,PSL,17,RJ
Chico Alencar,PSol,50,RJ
Lindbergh Farias,PT,13,RJ
Antonio Neto,PDT,123,SP
Cidinha,MDB,155,SP
Diogo da Luz,NOVO,300,SP
Eduardo Suplicy,PT,131,SP
Célia Tavares,Pt,131,ES
Fabiano Contarato,REDE,181,ES
Helder Carnielli,PTB,144,ES
Liu Katrine,PSOL,500,ES
Dilma Rousseff,PT,133,MG
Fábio Cherem,PDT,123,MG
Rodrigo Paiva,NOVO,300,MG
Professora Duda Salabert,PSOL,500,MG
