WW,PSC,20,RJ
EDUARDO PAES,DEM,25,RJ
MOTTA,PSol,50,RJ
MARCIA TIBURI,PT,13,RJ
DORIA,PSBD,45,SP
MARCIO FRANCA,PSB,40,SP
CIDINHA,PSOL,50,SP
Renato Casagrande,PSB,40,ES
Carlos Manato,PSL,17,ES
Jackeline Rocha,PT,13,ES
Antonio Anastasia,PSDB,45,MG
Claudiney Dulim,AVANTE,70,MG
Romeu Zema,NOVO,30,MG
